Nombre del producto del pedido,Tapa y base,Cumple con el reglamento RoHS de la UE,Vida útil nominal (nominal) h,Ciclo de alternado,Nivel,Código de color,Ángulo de haz (nominal) °,Flujo luminoso (nominal) lm,Designación de color,Temperatura de color correlacionada (nominal) K,Eficacia lumínica (promedio) (nominal) lm/W,Consistencia de color,Índice de reproducción de color (Nom),LLMF al final de la vida útil nominal (nominal) %,Frecuencia de entrada Hz,Potencia (nominal) W,Corriente de la lámpara (máx.) mA,Corriente de la lámpara (mín.) mA,Equivalente en potencia en vatios W,Tiempo de inicio (nominal) s,Tiempo de calentamiento para 60 % de luz (nominal) s,Tipo UL,Factor de potencia (nominal),Voltaje (nominal) V,T° ambiente (máx.) °C,T° ambiente (mín.) °C,Almacenamiento en T (rango),T° almacenamiento (máx.) °C,T° almacenamiento (mín.) °C,T° estuche máxima (nominal) °C,Con regulación de intensidad,Acabado del foco,Material del foco,Longitud del producto mm,Forma del foco,Conformidad con RoHS,Certificado UL,Cumplimiento con DLC,Consumo de energía kWh/1000 h kWh,EAN/UPC: producto,Código del pedido,Numerador SAP: cantidad por paquete,Numerador: paquetes por caja externa,N.° de material (12NC),Copiar peso neto (pieza) kg,link,Número de modelo,Flujo luminoso (promedio) (nominal) lm,Marcado CE,Certificado KEMA Keur,Código local,Código del producto completo,Descripción del código local calculado B2B,Marca CE,Referencia de medición de flujo,Clase de eficacia energética,TUV,Número de registro de EPREL,Certificaciones Energy,Tipo técnico,Conectividad,Intensidad lumínica (nominal) cd,Corriente de la lámpara (nominal) mA,Energy Star,2200 K,2700 K,Flujo luminoso en cono de 90° (promedio) lm,Aplicación principal,Controlador incluido,Interfaz de control,Cable,Clase de protección IEC,Prueba de resplandor del cable,Período de garantía,Salida lumínica constante,Cantidad de productos en MCB de 16 A Tipo B),Tensión de entrada V,Consumo de energía de CLO inicial W,Consumo de energía de CLO promedio W,Factor de potencia (mín.),Longitud total mm,Ancho total mm,Altura total mm,Código de protección de ingreso,Código de protección de impacto mec.,Flujo luminoso inicial lm,Tolerancia del flujo luminoso,Eficacia de la luminaria LED inicial lm/W,Temperatura de color correlacionada inic. K,Índice de reproducción de color inic.,Cromaticidad inicial,Potencia de entrada inicial W,Tolerancia del consumo de energía,Vida útil media L70B50 h,Rango de temperatura ambiente,Nivel de regulación máximo
TrueForce Core HB 50W E40 865 WV G3,E40 [ E40],Sí,15000.0,50000,,865 [ CCT de 6.500 K],180.0,5000.0,Luz de día fría,6500.0,100.0,<6,80,70.0,,50.0,,,70.0,0.5,0.5,,0.5,,45.0,-20.0,,,,78.0,No,Esmerilado,,,Forma de T,,,,,8718699780494,929002410412,1,6,929002410412,0.193,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/led-trueforce-core-industrial-y-comercial-gran-altura-hpi-son-hpl/929002410412_EU/product,,,,,,871869978049400,LÂMPADA LED ALTA POTÊNCIA TF50WE40,,,,,,,,,,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce Core HB 80W E40 865 WV G3,E40 [ E40],Sí,25000.0,50000,,865 [ CCT de 6.500 K],180.0,9000.0,Luz de día fría,6500.0,112.0,<6,80,70.0,,80.0,,,150.0,0.5,0.5,,0.9,,45.0,-20.0,,,,78.0,No,Esmerilado,,,Forma de T,,,,,8718699780531,929002409912,1,4,929002409912,0.432,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/led-trueforce-core-industrial-y-comercial-gran-altura-hpi-son-hpl/929002409912_EU/product,,,,,100206,871869978053100,LÂMPADA LED ALTA POTÊNCIA TF80WE40,,,,,,,,,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 6W E27 3000KLV 1PF/12MX,E27 [ E27],Sí,15000.0,50000,,830 [ CCT de 3.000 K],150.0,450.0,Blanco (WH),3000.0,75.0,<6,80,70.0,,6.0,,,40.0,0.5,0.5,,0.5,,,,,,,85.0,No,Esmerilado,,,A19 (A19),,,,,8718699731625,929002312103,1,12,929002312103,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312103_EU/product,,,,,,871869973162501,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 6W E27 6500KLV 1PF/12MX,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,450.0,Luz de día fría,6500.0,75.0,<6,80,70.0,,6.0,,,40.0,0.5,0.5,,0.5,,,,,,,85.0,No,Esmerilado,,,A19 (A19),,,,,8718699731649,929002312203,1,12,929002312203,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312203_EU/product,,,,,,871869973164901,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 10W E27 3000KLV 1PF/12MX,E27 [ E27],Sí,15000.0,50000,,830 [ CCT de 3.000 K],150.0,800.0,Blanco (WH),3000.0,80.0,<6,80,70.0,,10.0,,,60.0,0.5,0.5,,0.5,,,,,,,90.0,No,Esmerilado,,,A19 (A19),,,,,8718699731663,929002312303,1,12,929002312303,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312303_EU/product,,,,,,871869973166301,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 10W E27 3000KLV 4PF/12MX,E27 [ E27],Sí,15000.0,50000,,830 [ CCT de 3.000 K],150.0,800.0,Blanco (WH),3000.0,80.0,<6,80,70.0,,10.0,,,60.0,0.5,0.5,,0.5,,,,,,,90.0,No,Esmerilado,,,A19 (A19),,,,,8719514315747,929002312363,1,12,929002312363,0.034,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312363_EU/product,,,,,,871951431573000,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 10W E27 6500KLV 1PF/12MX,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,800.0,Luz de día fría,6500.0,80.0,<6,80,70.0,,10.0,,,60.0,0.5,0.5,,0.5,,,,,,,90.0,No,Esmerilado,,,A19 (A19),,,,,8718699731847,929002312403,1,12,929002312403,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312403_EU/product,,,,,,871869973184701,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 14W E27 3000KLV 1PF/12MX,E27 [ E27],Sí,15000.0,50000,,830 [ CCT de 3.000 K],150.0,1310.0,Blanco (WH),3000.0,93.0,<6,80,70.0,,14.0,,,100.0,0.5,0.5,,0.5,,,,,,,95.0,No,Esmerilado,,,A19 (A19),,,,,8719514315853,929002312703,1,12,929002312703,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312703_EU/product,,,,,,871951431585300,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoHome LEDBulb 14W E27 6500KLV 1PF/12MX,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,1310.0,Luz de día fría,6500.0,93.0,<6,80,70.0,,14.0,,,100.0,0.5,0.5,,0.5,,,,,,,95.0,No,Esmerilado,,,A19 (A19),,,,,8718699731724,929002312803,1,12,929002312803,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/ecohome/929002312803_EU/product,,,,,,871869973172401,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A19/LED/RED/ND 120V E27 6/1FB,E27 [ E27],Sí,10000.0,20000,,,120.0,,,,,-,54,70.0,,8.0,,,,0.5,0.5,,0.5,120.0,,,,,,80.0,No,,,,A19 (A19),,,,,046677568726,929001998471,1,6,929001998471,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/focos-de-fiesta-led/929001998471_EU/product,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A19/LED/GREEN/ND 120V E27 6/1FB,E27 [ E27],Sí,10000.0,20000,,,160.0,,,,,-,45,70.0,,8.0,,,,0.5,0.5,,0.5,120.0,,,,,,80.0,No,,,,A19 (A19),,,,,046677568719,929001998571,1,6,929001998571,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/focos-de-fiesta-led/929001998571_EU/product,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A19/LED/BLUE/ND 120V E27 6/1FB,E27 [ E27],Sí,10000.0,20000,,,120.0,,,,,-,18,70.0,,8.0,,,,0.5,0.5,,0.5,120.0,,,,,,80.0,No,,,,A19 (A19),,,,,046677568702,929001998671,1,6,929001998671,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/focos-de-fiesta-led/929001998671_EU/product,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A19/LED/YELLOW/ND 120V E27 6/1FB,E27 [ E27],Sí,10000.0,20000,,,160.0,,,,,-,62,70.0,,8.0,,,,0.5,0.5,,0.5,120.0,,,,,,80.0,No,,,,A19 (A19),,,,,046677568696,929001998771,1,6,929001998771,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/focos-de-fiesta-led/929001998771_EU/product,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A19/LED/ORANGE/ND 120V E27 6/1FB,E27 [ E27],Sí,10000.0,20000,,,160.0,,,,,-,38,70.0,,8.0,,,,0.5,0.5,,0.5,120.0,,,,,,80.0,No,,,,A19 (A19),,,,,046677568689,929001998871,1,6,929001998871,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/focos-de-fiesta-led/929001998871_EU/product,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8A19/LED/PURPLE/ND 120V E27 6/1FB,E27 [ E27],Sí,10000.0,20000,,,120.0,,,,,-,54,70.0,,8.0,,,,0.5,0.5,,0.5,120.0,,,,,,80.0,No,,,,A19 (A19),,,,,046677568672,929001998971,1,6,929001998971,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/focos-de-fiesta-led/929001998971_EU/product,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5G25/VIN/822/E26/CL/GL/DIM 4/1BC,E26 [ Single Contact Medium Screw],Sí,15000.0,20000,,822 [ CCT de 2.200 K],,300.0,Llamas,2200.0,66.0,<6,80,70.0,60.0,4.5,,,25.0,0.5,0.5,,0.7,120.0,,,,,,50.0,Sí,Transparente,,,G25 (G25),,,,,046677470418,929001335443,1,4,929001335443,0.04,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929001335443_EU/product,,,,,470419,,4.5G25/VIN/822/E26/CL/GL/DIM 4/1BC,,,,,,No,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5T10/VIN/822/E26/CL/GL/DIM 4/1BC,E26 [ Single Contact Medium Screw],Sí,15000.0,20000,,822 [ CCT de 2.200 K],,300.0,Llamas,2200.0,66.0,<6,80,70.0,60.0,4.5,,,40.0,0.5,0.5,,0.7,120.0,45.0,-20.0,,,,55.0,Solo con reguladores de intensidad específicos,Transparente,,,T-10,,,,,046677470432,929001335743,1,4,929001335743,0.042,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929001335743_EU/product,,,,,470435,,4.5T10/VIN/822/E26/CL/GL/DIM 4/1BC,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDClassic 35W ST64 E27 825 100-240VNDLA,E27 [ E27],Sí,15000.0,20000,,825 [ CCT de 2.500 K],280.0,400.0,Blanco cálido (WW),2500.0,100.0,<6,80,70.0,,4.0,,,35.0,0.5,0.5,,0.4,,,,,,,50.0,No,Ámbar transparente,,,ST64,,,,,8718699621506,929001941642,1,4,929001941642,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929001941642_EU/product,,,,,536235,871869962150600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDClassic 35W ST64 E27 825 WV ND 2CT,E27 [ E27],Sí,15000.0,20000,,825 [ CCT de 2.500 K],280.0,400.0,Blanco cálido (WW),2500.0,100.0,<6,80,70.0,,4.0,,,35.0,0.5,0.5,,0.4,,,,,,,50.0,No,Ámbar transparente,,,ST64,,,,,50046677555981,929001941648,1,4,929001941648,0.056,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929001941648_EU/product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDClassic 35W ST64 E27 825 100-240VNDLA,E27 [ E27],Sí,15000.0,20000,,825 [ CCT de 2.500 K],280.0,400.0,Blanco cálido (WW),2500.0,100.0,<6,80,70.0,,4.0,,,35.0,0.5,0.5,,0.4,,,,,,,50.0,No,Ámbar transparente,,,ST64,,,,,046677568535,929001941682,1,6,929001941682,0.048,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929001941682_EU/product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDClassic 4.5W A15 E27 827 CL ND 1PF/10,E27 [ E27],Sí,15000.0,20000,,827 [ CCT de 2.700 K],,500.0,Blanco cálido (WW),2700.0,111.0,<6,80,70.0,60.0,4.5,,,40.0,0.5,0.5,,0.5,120.0,,,,,,50.0,No,Transparente,,,A15 [ A 15 mm],,,,,046677558826,929002355642,1,10,929002355642,0.019,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929002355642_EU/product,,,,,558825,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4ST19/VIN/820/AM/G/E26/D/T/SP4/2PF,E26 [ Single Contact Medium Screw],Sí,15000.0,20000X,,820 [ CCT de 2.000 K],300.0,300.0,Llamas,2000.0,68.0,<6,80,70.0,60.0,4.4,,,40.0,0.5,0.5,,0.7,120.0,45.0,-20.0,,,,,Solo con reguladores de intensidad específicos,Ámbar,,,ST19,,,,,50046677564846,929002990303,1,4,929002990303,0.044,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-clasicas-de-filamento/929002990303_EU/product,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8A19/AMB/927-22 WG 120V LA,E26 [ Single Contact Medium Screw],Sí,15000.0,50000,,922-927 [ CCT de 2.200 K a 2.700 K],250.0,800.0,Resplandor cálido (WG),,90.0,<4,90,70.0,60.0,8.8,,,60.0,0.5,0.5,,0.7,120.0,,,,,,85.0,Solo con reguladores de intensidad específicos,Esmerilado,,,A19 (A19),,,,,046677568818,929001940941,1,6,929001940941,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929001940941_EU/product,,,,,,,,,,,,,,,,,108.0,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8A19/AMB/950 DIM 120V LA,E26 [ Single Contact Medium Screw],Sí,15000.0,50000,,950 [ CCT de 5.000 K],250.0,800.0,Luz de día,5000.0,90.0,<4,90,70.0,60.0,8.8,,,60.0,0.5,0.5,,0.7,120.0,,,,,,85.0,Solo con reguladores de intensidad específicos,Esmerilado,,,A19 (A19),,,,,046677568825,929002036341,1,6,929002036341,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929002036341_EU/product,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5A19/VIN/820/E26/CL/GL/DIM 4/FBH T20,E26 [ Single Contact Medium Screw],Sí,15000.0,20000X,,820 [ CCT de 2.000 K],,300.0,Llamas,2000.0,66.0,<6,80,70.0,60.0,4.5,,,60.0,0.5,0.5,,0.7,120.0,,,,,,55.0,Sí,Ámbar,Cristal,,A19 (A19),,,,,046677556792,929001950933,1,4,929001950933,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929001950933_EU/product,,,,,,,,,,,,,No,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A19/PER/927-22/P/E26/WG 6/1FB T20,E26 [ Single Contact Medium Screw],Sí,15000.0,50000,CorePro,922-927 [ CCT de 2.200 K a 2.700 K],250.0,1600.0,Resplandor cálido (WG),,100.0,<4,90,70.0,60.0,16.0,,,100.0,0.5,0.5,,0.7,120.0,,,,,,90.0,Sí,Esmerilado,Plástico,,A19 (A19),,,,,046677561024,929002285504,1,6,929002285504,0.066,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929002285504_EU/product,,,,,,,,,,,,,Energy Star,,,,135.0,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8A19/AMB/927/ND D2D 6/1FB T20,E26 [ Single Contact Medium Screw],Sí,15000.0,50000,,927 [ CCT de 2.700K],220.0,800.0,Blanco cálido (WW),2700.0,90.0,<4,90,70.0,60.0,8.8,,,60.0,0.5,0.5,,0.7,120.0,,,,,,95.0,No,Esmerilado,,,A19 (A19),,,,,8718699749491,929002333611,1,6,929002333611,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929002333611_EU/product,,,,,112185,871869974949100,8.8A19/AMB/927/ND D2D 6/1FB T20,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDGlobe13-100W G30 E27 WW W ND MX,E27 [ E27],Sí,15000.0,50000,,827 [ CCT de 2.700 K],150.0,1521.0,Blanco cálido (WW),2700.0,117.0,<6,80,70.0,,13.0,,,100.0,0.5,0.5,,0.7,,,,,,,55.0,No,Esmerilado,,,G30,,,,,8718696789087,929002441891,1,4,929002441891,0.112,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929002441891_EU/product,,,,,,871869678908700,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDGlobe13-100W G30 E27 CDL W ND MX,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,1521.0,Luz de día fría,6500.0,117.0,<6,80,70.0,,13.0,,,100.0,0.5,0.5,,0.7,,,,,,,55.0,No,Esmerilado,,,G30,,,,,8718696789100,929002441991,1,4,929002441991,0.112,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/led-con-forma-de-a/929002441991_EU/product,,,,,,871869678910000,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard 6A19/LED/865/FR/P/ND 1PF/6 NL,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,450.0,Luz de día fría,6500.0,75.0,<6,80,70.0,,6.0,,,40.0,0.5,0.5,,0.5,,,,,,,85.0,No,Esmerilado,,,A19 (A19),,,,,8718699702755,929002312223,1,6,929002312223,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-version-estandar/929002312223_EU/product,,,,,,871869970275500,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard LEDBulb 18W E27 6500K W A23 1PF/6 MX,E27 [ E27],Sí,25000.0,50000,,865 [ CCT de 6.500 K],150.0,1800.0,Luz de día fría,6500.0,100.0,<6,80,70.0,,18.0,,,125.0,0.5,0.5,,0.85,,,,,,,90.0,No,Esmerilado,,,A23 [ A 23 mm],,,,,8719514254435,929002428342,1,6,929002428342,0.066,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-version-estandar/929002428342_EU/product,,,,,,871951425443500,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard LEDBulb 22W E27 6500K W A25 1PF/6 MX,E27 [ E27],Sí,25000.0,50000,,865 [ CCT de 6.500 K],150.0,2300.0,Luz de día fría,6500.0,104.0,<6,80,70.0,,22.0,,,125.0,0.5,0.5,,0.85,,,,,,,90.0,No,Esmerilado,,,A25 [ A 25 mm],,,,,8719514254459,929002428442,1,6,929002428442,0.082,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/bombillas-led/lamparas-led-version-estandar/929002428442_EU/product,,,,,,871951425445900,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5PL-C/T/COR/26H-840/IF9/P/4P/DIM 10/1,G24Q [ G24q],Sí,50000.0,50000,CorePro,840 [ CCT de 4.000 K],120.0,950.0,Blanco frío (CW),4000.0,111.0,<6,82,70.0,,8.5,550.0,150.0,26.0,0.5,0.5,Tipo A: funciona en balastro,0.9,120.0,45.0,-20.0,-40 °C a 65 °C,65.0,-40.0,60.0,Sí,Esmerilado,Plástico,200.0,"Tubo, terminal simple",Sí,Sí,Sí,,046677458393,929001388304,1,10,929001388304,0.082,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/lamparas-pl-led/pl-c-t/929001388304_EU/product,,950.0,,Sí,458398,,8.5PL-C/T LED/26H-4000 IF 4P 10/1,,,,,,DLC Standard,,,,,,,,,Industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5PL-C/T/COR/26V-840/IF13/P/4P/DIM10/1,GX24q,Sí,50000.0,50000,CorePro,840 [ CCT de 4.000 K],120.0,1300.0,Blanco frío (CW),4000.0,123.0,<6,82,70.0,,10.5,550.0,150.0,26.0,0.5,0.5,Tipo A: funciona en balastro,0.9,120.0,45.0,-20.0,-40 °C a 65 °C,65.0,-40.0,60.0,Sí,Esmerilado,Plástico,100.0,"Tubo, terminal simple",Sí,Sí,Sí,,046677458430,929001388704,1,10,929001388704,0.091,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/lamparas-pl-led/pl-c-t/929001388704_EU/product,,1300.0,,Sí,458430,,10.5PL-C/T LED/26V-4000 IF 4P 10/1,,,,,,DLC Standard,,,,,,,,,Industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5PL-L/COR/22-840/IF23/P/4P/DIM 10/1,2G11 [ 2G11],Sí,50000.0,50000,CorePro,840 [ CCT de 4.000 K],160.0,2300.0,Blanco frío (CW),4000.0,139.0,<6,82,70.0,,16.5,400.0,200.0,40.0,0.5,0.5,Tipo A: funciona en balastro,0.9,,45.0,-20.0,-40 °C a 65 °C,65.0,-40.0,75.0,No,Esmerilado,Plástico,580.0,"Tubo, terminal simple",Sí,Sí,Sí,,046677532918,929001893704,1,10,929001893704,0.17,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/lamparas-pl-led/pl-l/929001893704_EU/product,,,,,532911,,,,,,,,DLC Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1T3/G4/830/ND/12V 6/1PF,G4 [ G4],Sí,15000.0,50000,,830 [ CCT de 3.000 K],,100.0,Blanco (WH),3000.0,100.0,<6,80,70.0,,1.0,,,10.0,0.5,0.5,,0.5,12.0,,,,,,51.0,No,,,,Cápsula,,,,,046677567187,929001844023,1,6,929001844023,0.004,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/capsulas-led-y-especiales/lamparas-especializadas-led/929001844023_EU/product,,,,,,,,,,,,,No,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED 4W E27 3000K100-240V G16.5 3PK THD,E27 [ E27],Sí,15000.0,50000,,830 [ CCT de 3.000 K],150.0,350.0,Blanco (WH),3000.0,87.0,<6,80,70.0,,4.0,,,40.0,0.5,0.5,,0.4,,,,,,,60.0,No,Esmerilado,,,G16.5 [ G16.5],,,,,50046677546507,929002037241,1,6,929002037241,0.024,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/velas-y-esfericas-led/led-g16.5/929002037241_EU/product,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDBulb 4W E27 3000K 100-240VG16.5 MX,E27 [ E27],Sí,15000.0,50000,,830 [ CCT de 3.000 K],150.0,350.0,Blanco (WH),3000.0,87.0,<6,80,70.0,,4.0,,,40.0,0.5,0.5,,0.4,,,,,,,60.0,No,Esmerilado,,,G16.5 [ G16.5],,,,,8719514254091,929002037273,1,10,929002037273,0.022,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/velas-y-esfericas-led/led-g16.5/929002037273_EU/product,,,,,,871951425409100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED 4W E27 6500K100-240V G16.5 3PK THD,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,350.0,Luz de día fría,6500.0,87.0,<6,80,70.0,,4.0,,,40.0,0.5,0.5,,0.4,,,,,,,60.0,No,Esmerilado,,,G16.5 [ G16.5],,,,,50046677546514,929002037341,1,6,929002037341,0.024,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/velas-y-esfericas-led/led-g16.5/929002037341_EU/product,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDBulb 4W E27 6500K 100-240VG16.5 MX,E27 [ E27],Sí,15000.0,50000,,865 [ CCT de 6.500 K],150.0,350.0,Luz de día fría,6500.0,87.0,<6,80,70.0,,4.0,,,40.0,0.5,0.5,,0.4,,,,,,,60.0,No,Esmerilado,,,G16.5 [ G16.5],,,,,8719514254114,929002037373,1,10,929002037373,0.022,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/velas-y-esfericas-led/led-g16.5/929002037373_EU/product,,,,,,871951425411400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ST19/VIN/820/E26/CL/GL/DIM 4/1FBH T20,E26 [ Single Contact Medium Screw],Sí,15000.0,20000X,,820 [ CCT de 2.000 K],,350.0,Llamas,2000.0,70.0,<6,80,70.0,60.0,5.0,,,40.0,0.5,0.5,,0.7,120.0,,,,,,52.0,Sí,Ámbar,Cristal,,ST19,,,,,046677556808,929001951033,1,4,929001951033,0.03,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/velas-y-esfericas-led/led-designer-deco/929001951033_EU/product,,,,,,,,,,,,,No,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
